0,265220
1,264880
2,295394
3,329971
4,403680
5,469558
6,559005
7,618625
8,663992
9,645946
10,566662
11,476792
12,409301
13,314562
14,223173
15,176180
16,121904
17,88084
18,67808
19,56842
20,45845
21,39930
22,34854
23,29670
24,26322
25,26352
26,27559
27,25425
28,27965
29,27911
30,31868
31,34959
32,40612
33,45594
34,51345
35,56784
36,65305
37,71816
38,80800
39,89856
40,102147
41,110740
42,122820
43,130200
44,141771
45,139356
46,142846
47,143184
48,144235
49,138240
50,131040
51,121904
52,110246
53,107067
54,103530
55,103224
56,98514
57,103680
58,103472
59,111840
60,122624
61,131490
62,138722
63,148092
64,156465
65,158620
66,158469
67,164951
68,171497
69,182575
70,170748
71,181440
72,191807
73,202622
74,202160
75,203416
76,192512
77,178729
78,166112
79,143934
80,134540
81,121836
82,120555
83,111300
84,104188
85,104353
86,102287
87,105399
88,110250
89,115968
90,120575
91,121626
92,124236
93,129980
94,130516
95,131648
96,135924
97,138720
98,140452
99,143338
100,137370
101,122010
102,126208
103,131490
104,135442
105,137532
106,137540
107,134270
108,131100
109,133514
110,131936
111,137970
112,147244
113,156558
114,158220
115,161218
116,165704
117,169280
118,168025
119,163576
120,159198
121,156772
122,150960
123,148844
124,148410
125,149940
126,150788
127,150788
128,147460
129,142714
130,141491
131,139935
132,139568
133,139392
134,139009
135,136604
136,132890
137,133874
138,137088
139,142336
140,145425
141,152724
142,160136
143,167006
144,172890
145,180373
146,181068
147,187450
148,195624
149,199445
150,192640
151,189840
152,188720
153,184240
154,182234
155,174585
156,177660
157,177280
158,172220
159,168327
160,163485
161,156060
162,153384
163,146124
164,138880
165,138000
166,138684
167,141350
168,141733
169,148332
170,150870
171,156600
172,161955
173,170190
174,174328
175,183933
176,189475
177,198068
178,204140
179,206118
180,210984
181,214323
182,210600
183,208638
184,206310
185,199332
186,191980
187,193109
188,188370
189,178802
190,166860
191,158884
192,148258
193,146740
194,144272
195,142240
196,140014
197,141547
198,142058
199,141224
200,143256
201,145574
202,148770
203,151840
204,155400
205,157176
206,161400
207,165741
208,175618
209,179670
210,183804
211,189167
212,194675
213,194892
214,198912
215,204400
216,205134
217,201705
218,196416
219,187824
220,179916
221,180436
222,180810
223,179349
224,180120
225,179916
226,179265
227,175360
228,168792
229,166074
230,162710
231,162624
232,163152
233,162105
234,163006
235,166800
236,173240
237,180069
238,187572
239,196084
240,202874
241,202944
242,206646
243,209148
244,208494
245,208260
246,207360
247,203760
248,193347
249,189240
250,186694
251,184122
252,180960
253,182468
254,180235
255,178648
256,170546
257,166848
258,160650
259,160776
260,158025
261,159530
262,160136
263,164794
264,172104
265,179256
266,185574
267,192600
268,199593
269,201068
270,205368
271,209214
272,207090
273,206037
274,204512
275,199296
276,190410
277,192050
278,191955
279,190143
280,184184
281,182149
282,179294
283,177660
284,175212
285,175218
286,173082
287,172898
288,170415
289,169333
290,167382
291,169218
292,173096
293,175644
294,181383
295,190548
296,197094
297,200778
298,203796
299,209588
300,211580
301,211185
302,209664
303,201600
304,193556
305,193452
306,194176
307,194504
308,195426
309,199332
310,197976
311,192384
312,186717
313,184992
314,180700
315,178425
316,174493
317,172674
318,168168
319,168300
320,169074
321,172935
322,175134
323,182028
324,187512
325,192390
326,198250
327,205570
328,207515
329,207506
330,207564
331,204633
332,197540
333,197392
334,196876
335,197729
336,197882
337,200310
338,202070
339,203236
340,203816
341,202269
342,193230
343,186706
344,181025
345,178066
346,172536
347,171740
348,172422
349,171760
350,173619
351,177255
352,182358
353,185952
354,189566
355,195488
356,199064
357,201705
358,203399
359,201280
360,194025
361,198000
362,200586
363,204490
364,204896
365,205907
366,207194
367,205773
368,204600
369,204832
370,202301
371,200992
372,195490
373,189057
374,181044
375,178224
376,177724
377,176700
378,176525
379,181002
380,179950
381,182336
382,185016
383,190893
384,193781
385,194552
386,196134
387,194220
388,190080
389,193563
390,197064
391,199937
392,203098
393,208416
394,212040
395,214200
396,212541
397,210888
398,207000
399,202464
400,200167
401,199520
402,196180
403,195840
404,189750
405,185794
406,183015
407,184590
408,186124
409,180255
410,183801
411,188748
412,190125
413,190820
414,191475
415,188025
416,181540
417,183731
418,186548
419,189315
420,190598
421,195200
422,198288
423,201019
424,201019
425,204074
426,205020
427,208546
428,211761
429,212102
430,211536
431,212500
432,217152
433,218322
434,218418
435,214099
436,211560
437,205570
438,204417
439,202895
440,196803
441,194805
442,194300
443,190491
444,183376
445,185535
446,186548
447,188685
448,189052
449,193600
450,195132
451,195696
452,194488
453,197508
454,197835
455,200310
456,201579
457,203130
458,202620
459,205461
460,208940
461,210000
462,212892
463,215560
464,217217
465,216194
466,216720
467,218050
468,216832
469,212800
470,210600
471,205024
472,195546
473,195325
474,195132
475,195489
476,194638
477,197736
478,198996
479,199908
480,201142
481,204227
482,204558
483,207080
484,208705
485,210625
486,210420
487,213658
488,217558
489,219906
490,222870
491,226548
492,227897
493,226501
494,226688
495,227688
496,226080
497,221244
498,218272
499,211904
500,202272
501,200799
502,198489
503,197925
504,194638
505,197736
506,198996
507,199908
508,201142
509,204227
510,204558
511,207080
512,208705
513,210625
514,210420
515,213658
516,217558
517,219906
518,222870
519,226548
520,227897
521,226501
522,226688
523,227688
524,226080
525,221244
526,218272
527,211904
528,202272
529,200799
530,198489
531,197925
532,194638
533,197736
534,198996
535,199908
536,201142
537,204227
538,204558
539,207080
540,208705
541,210625
542,210420
543,213658
544,217558
545,219906
546,222870
547,226548
548,227897
549,226501
550,226688
551,227688
552,226080
553,221244
554,218272
555,211904
556,202272
557,200799
558,198489
559,197925
560,194638
561,197736
562,198996
563,199908
564,201142
565,204227
566,204558
567,207080
568,208705
569,210625
570,210420
571,213658
572,217558
573,219906
574,222870
575,226548
576,227897
577,226501
578,226688
579,227688
580,226080
581,221244
582,218272
583,211904
584,202272
585,200799
586,198489
587,197925
588,194638
589,197736
590,198996
591,199908
592,201142
593,204227
594,204558
595,207080
596,208705
597,210625
598,210420
599,213658
600,217558
601,219906
602,222870
603,226548
604,227897
605,226501
606,226688
607,227688
608,226080
609,221244
610,218272
611,211904
612,202272
613,200799
614,198489
615,197925
616,194638
617,197736
618,198996
619,199908
620,201142
621,204227
622,204558
623,207080
624,208705
625,210625
626,210420
627,213658
628,217558
629,219906
630,222870
631,226548
632,227897
633,226501
634,226688
635,227688
636,226080
637,221244
638,218272
639,211904
640,202272
641,200799
642,198489
643,197925
644,194638
645,197736
646,198996
647,199908
648,201142
649,204227
650,204558
651,207080
652,208705
653,210625
654,210420
655,213658
656,217558
657,219906
658,222870
659,226548
660,227897
661,226501
662,226688
663,227688
664,226080
665,221244
666,218272
667,211904
668,202272
669,200799
670,198489
671,197925
672,194638
673,197736
674,198996
675,199908
676,201142
677,204227
678,204558
679,207080
680,208705
681,210625
682,210420
683,213658
684,217558
685,219906
686,222870
687,226548
688,227897
689,226501
690,226688
691,227688
692,226080
693,221244
694,218272
695,211904
696,202272
697,200799
698,198489
699,197925
700,194638
701,197736
702,198996
703,199908
704,201142
705,204227
706,204558
707,207080
708,208705
709,210625
710,210420
711,213658
712,217558
713,219906
714,222870
715,226548
716,227897
717,226501
718,226688
719,227688
720,226080
721,221244
722,218272
723,211904
724,202272
725,200799
726,198489
727,197925
728,194638
729,197736
730,198996
731,199908
732,201142
733,204227
734,204558
735,207080
736,208705
737,210625
738,210420
739,213658
740,217558
741,219906
742,222870
743,226548
744,227897
745,226501
746,226688
747,227688
748,226080
749,221244
750,218272
751,211904
752,202272
753,200799
754,198489
755,197925
756,194638
757,197736
758,198996
759,199908
760,201142
761,204227
762,204558
763,207080
764,208705
765,210625
766,210420
767,213658
768,217558
769,219906
770,222870
771,226548
772,227897
773,226501
774,226688
775,227688
776,226080
777,221244
778,218272
779,211904
780,202272
781,200799
782,198489
783,197925
784,194638
785,197736
786,198996
787,199908
788,201142
789,204227
790,204558
791,207080
792,208705
793,210625
794,210420
795,213658
796,217558
797,219906
798,222870
799,226548
800,227897
801,226501
802,226688
803,227688
804,226080
805,221244
806,218272
807,211904
808,202272
809,200799
810,198489
811,197925
812,194638
813,197736
814,198996
815,199908
816,201142
817,204227
818,204558
819,207080
820,208705
821,210625
822,210420
823,213658
824,217558
825,219906
826,222870
827,226548
828,227897
829,226501
830,226688
831,227688
832,226080
833,221244
834,218272
835,211904
836,202272
837,200799
838,198489
839,197925
840,194638
841,197736
842,198996
843,199908
844,201142
845,204227
846,204558
847,207080
848,208705
849,210625
850,210420
851,213658
852,217558
853,219906
854,222870
855,226548
856,227897
857,226501
858,226688
859,227688
860,226080
861,221244
862,218272
863,211904
864,202272
865,200799
866,198489
867,197925
868,194638
869,197736
870,198996
871,199908
872,201142
873,204227
874,204558
875,207080
876,208705
877,210625
878,210420
879,213658
880,217558
881,219906
882,222870
883,226548
884,227897
885,226501
886,226688
887,227688
888,226080
889,221244
890,218272
891,211904
892,202272
893,200799
894,198489
895,197925
896,194638
897,197736
898,198996
899,199908
900,201142
901,204227
902,204558
903,207080
904,208705
905,210625
906,210420
907,213658
908,217558
909,219906
910,222870
911,226548
912,227897
913,226501
914,226688
915,227688
916,226080
917,221244
918,218272
919,211904
920,202272
921,200799
922,198489
923,197925
924,194638
925,197736
926,198996
927,199908
928,201142
929,204227
930,204558
931,207080
932,208705
933,210625
934,210420
935,213658
936,217558
937,219906
938,222870
939,226548
940,227897
941,226501
942,226688
943,227688
944,226080
945,221244
946,218272
947,211904
948,202272
949,200799
950,198489
951,197925
952,194638
953,197736
954,198996
955,199908
956,201142
957,204227
958,204558
959,207080
960,208705
961,210625
962,210420
963,213658
964,217558
965,219906
966,222870
967,226548
968,227897
969,226501
970,226688
971,227688
972,226080
973,221244
974,218272
975,211904
976,202272
977,200799
978,198489
979,197925
980,194638
981,197736
982,198996
983,199908
984,201142
985,204227
986,204558
987,207080
988,208705
989,210625
990,210420
991,213658
992,217558
993,219906
994,222870
995,226548
996,227897
997,226501
998,226688
999,227688
1000,226080
1001,221244
1002,218272
1003,211904
1004,202272
1005,200799
1006,198489
1007,197925
1008,194638
1009,197736
1010,198996
1011,199908
1012,201142
1013,204227
1014,204558
1015,207080
1016,208705
1017,210625
1018,210420
1019,213658
1020,217558
1021,219906
1022,222870
1023,226548
1024,227897
1025,226501
1026,226688
1027,227688
1028,226080
1029,221244
1030,218272
1031,211904
1032,202272
1033,200799
1034,198489
1035,197925
1036,194638
1037,197736
1038,198996
1039,199908
1040,201142
1041,204227
1042,204558
1043,207080
1044,208705
1045,210625
1046,210420
1047,213658
1048,217558
1049,219906
1050,222870
1051,226548
1052,227897
1053,226501
1054,226688
1055,227688
1056,226080
1057,221244
1058,218272
1059,211904
1060,202272
1061,200799
1062,198489
1063,197925
1064,194638
1065,197736
1066,198996
1067,199908
1068,201142
1069,204227
1070,204558
1071,207080
1072,208705
1073,210625
1074,210420
1075,213658
1076,217558
1077,219906
1078,222870
1079,226548
1080,227897
1081,226501
1082,226688
1083,227688
1084,226080
1085,221244
1086,218272
1087,211904
1088,202272
1089,200799
1090,198489
1091,197925
1092,194638
1093,197736
1094,198996
1095,199908
1096,201142
1097,204227
1098,204558
1099,207080
1100,208705
1101,210625
1102,210420
1103,213658
1104,217558
1105,219906
1106,222870
1107,226548
1108,227897
1109,226501
1110,226688
1111,227688
1112,226080
1113,221244
1114,218272
1115,211904
1116,202272
1117,200799
1118,198489
1119,197925
1120,194638
1121,197736
1122,198996
1123,199908
1124,201142
1125,204227
1126,204558
1127,207080
1128,208705
1129,210625
1130,210420
1131,213658
1132,217558
1133,219906
1134,222870
1135,226548
1136,227897
1137,226501
1138,226688
1139,227688
1140,226080
1141,221244
1142,218272
1143,211904
1144,202272
1145,200799
1146,198489
1147,197925
1148,194638
1149,197736
1150,198996
1151,199908
1152,201142
1153,204227
1154,204558
1155,207080
1156,208705
1157,210625
1158,210420
1159,213658
1160,217558
1161,219906
1162,222870
1163,226548
1164,227897
1165,226501
1166,226688
1167,227688
1168,226080
1169,221244
1170,218272
1171,211904
1172,202272
1173,200799
1174,198489
1175,197925
1176,194638
1177,197736
1178,198996
1179,199908
1180,201142
1181,204227
1182,204558
1183,207080
1184,208705
1185,210625
1186,210420
1187,213658
1188,217558
1189,219906
1190,222870
1191,226548
1192,227897
1193,226501
1194,226688
1195,227688
1196,226080
1197,221244
